ID|LABEL|POLICY_ID|CLAIM_ID|PROVIDER_ID|AMOUNT|LICENSE_NUMBER|INSURED_SEX|INSURED_EDUCATION_LEVEL|INSURED_OCCUPATION|INSURED_HOBBIES|INSURED_RELATIONSHIP|INCIDENT_DATE|INCIDENT_TYPE|INCIDENT_CITY|INCIDENT_STATE|INCIDENT_SEVERITY|AUTHORITIES_CONTACTED|POLICE_REPORT_AVAILABLE
M_1.42.2|mbr|Q_1.42||P_69|164.91|903 WUU|3|||||2021-01-28|3|New Vincent|GA|4|0|0
M_1.43.0|mbr|Q_1.43||P_439|174.7|XPZ-8921|1|||||2021-01-31|8|East Dustin|MN|1|1|0
M_1.43.1|mbr|Q_1.43||P_449|422.11|MNC 562|1|||||2021-11-19|0|Robinsonstad|NE|6|0|1
M_1.44.0|mbr|Q_1.44||P_42|635.65|6OK I94|2|||||2021-06-08|4|Millertown|KY|2|1|1
M_1.44.1|mbr|Q_1.44||P_291|786.99|81G K10|2|||||2021-01-01|8|Livingstonville|AL|4|0|1
M_1.45.0|mbr|Q_1.45||P_169|922.15|QSL-944|1|||||2021-05-04|13|Mccoyfurt|NV|2|1|0
M_1.45.1|mbr|Q_1.45||P_100|527.38|076 HEZ|0|||||2021-01-21|5|Lake Mariachester|LA|4|1|0
M_1.45.2|mbr|Q_1.45||P_317|363.05|961HTM|0|||||2021-04-08|3|Watsonview|KY|6|1|1
M_1.47.0|mbr|Q_1.47||P_390|907.52|1FEM785|0|||||2021-02-11|13|Youngfurt|WY|6|1|1
M_1.47.1|mbr|Q_1.47||P_312|628.7|743-OSZ|3|||||2021-09-02|7|Sydneyfort|KY|2|1|0
M_1.47.2|mbr|Q_1.47||P_49|926.71|693 RX5|1|||||2021-11-12|1|South Jonathan|MN|0|0|1
M_1.48.0|mbr|Q_1.48||P_138|274.81|282-YLX|3|||||2021-01-03|5|Lake Sethfurt|MT|1|0|0
M_1.48.1|mbr|Q_1.48||P_458|143.6|L08 7WY|2|||||2021-03-15|1|Scotttown|WV|3|1|0
M_1.49.0|mbr|Q_1.49||P_77|553.09|02U F98|0|||||2022-01-06|10|Guzmanstad|NJ|4|0|0
M_1.49.1|mbr|Q_1.49||P_60|634.28|608-BNF|3|||||2021-02-14|4|Deborahville|WY|6|1|0
M_1.49.2|mbr|Q_1.49||P_263|613.35|L70-02K|2|||||2021-01-15|13|Rodriguezshire|GA|2|0|1
M_1.51.0|mbr|Q_1.51||P_306|374.45|76P 8511|0|||||2021-09-24|7|East Johnathan|NV|5|0|0
M_1.51.1|mbr|Q_1.51||P_141|187.74|6289|3|||||2022-01-31|5|Vincenttown|IL|4|0|0
M_1.52.0|mbr|Q_1.52||P_189|307.22|745RM|0|||||2021-04-05|7|Matthewstown|LA|0|1|1
M_1.54.0|mbr|Q_1.54||P_357|995.07|131-BSF|3|||||2021-05-05|4|Matthewport|IL|5|0|0
M_1.54.1|mbr|Q_1.54||P_424|613.59|187 WUQ|3|||||2021-09-24|9|South Amy|MD|4|0|1
M_1.55.0|mbr|Q_1.55||P_322|659.43|LNG-919|1|||||2021-05-13|12|New Williamchester|NE|3|0|0
M_1.55.1|mbr|Q_1.55||P_217|792.72|UJX-4135|2|||||2022-02-01|13|North Veronicatown|CO|2|0|0
M_1.56.0|mbr|Q_1.56||P_201|735.7|11L F99|3|||||2022-02-07|13|Lake Jenniferport|MS|0|1|0
M_1.57.0|mbr|Q_1.57||P_450|295.93|469Q7|2|||||2021-09-06|8|North Anitamouth|ME|0|0|0
M_1.57.1|mbr|Q_1.57||P_137|634.22|51R W77|3|||||2022-03-06|12|Lake Tracy|NE|0|0|1
M_1.58.0|mbr|Q_1.58||P_352|843.71|936 SWR|2|||||2021-08-14|12|Michaelchester|IN|6|1|1
M_1.60.0|mbr|Q_1.60||P_236|330.52|992-CBJ|1|||||2022-02-14|1|Lake Gregoryton|MN|1|0|1
M_1.60.1|mbr|Q_1.60||P_112|855.07|66FN112|0|||||2021-12-14|2|West Linda|AR|0|0|1
M_1.60.2|mbr|Q_1.60||P_107|898.72|OET 567|3|||||2021-02-22|2|Vanessafurt|NJ|4|1|0
M_1.61.0|mbr|Q_1.61||P_341|897.04|215L2|3|||||2021-05-23|9|West Daleborough|SD|0|1|1
M_1.61.1|mbr|Q_1.61||P_257|973.83|C86 9SB|1|||||2022-03-14|5|Jerrymouth|KY|3|0|1
M_1.61.2|mbr|Q_1.61||P_87|109.36|603 6238|3|||||2021-11-07|10|Port Mary|MD|3|1|1
M_1.62.0|mbr|Q_1.62||P_77|828.97|4KR P33|0|||||2021-08-26|9|Michaelland|NH|1|0|0
M_1.62.1|mbr|Q_1.62||P_114|464.15|N74 3JE|3|||||2022-03-31|0|South Brittany|ND|1|0|1
M_1.62.2|mbr|Q_1.62||P_77|724.28|135NF|3|||||2021-03-11|4|Bonnieshire|AZ|4|1|0
M_1.63.0|mbr|Q_1.63||P_482|247.65|4ZF75|3|||||2021-02-14|8|Lake Patrick|LA|2|0|1
M_1.63.1|mbr|Q_1.63||P_366|617.74|99VS771|3|||||2021-09-10|12|West Philipview|AZ|4|1|0
M_1.67.0|mbr|Q_1.67||P_251|494.73|1QUG826|1|||||2021-09-11|3|Hawkinston|IN|4|1|1
M_1.67.1|mbr|Q_1.67||P_329|313.73|5IQ46|2|||||2021-06-02|9|New Derekland|SD|6|0|0
M_1.67.2|mbr|Q_1.67||P_490|501.29|923JVZ|2|||||2021-10-14|12|Randallmouth|VA|0|0|0
M_1.68.0|mbr|Q_1.68||P_339|323.67|3BJ2175|3|||||2021-02-17|0|West Christopher|MN|6|0|0
M_1.68.1|mbr|Q_1.68||P_326|914.04|7286|0|||||2021-05-12|5|Port Tamara|MS|6|0|0
M_1.68.2|mbr|Q_1.68||P_201|826.56|280-GZX|3|||||2021-02-10|13|Wernerland|MN|0|0|0
M_1.69.0|mbr|Q_1.69||P_59|577.51|GM 5564|0|||||2021-01-25|7|Pricetown|NE|6|1|0
M_1.69.1|mbr|Q_1.69||P_253|294.67|AET5972|2|||||2022-02-09|12|West Anthonyborough|IN|1|1|0
M_1.69.2|mbr|Q_1.69||P_90|904.47|305-053|0|||||2021-01-06|6|Anthonystad|AZ|2|1|1
M_1.70.0|mbr|Q_1.70||P_436|632.52|2U 8254L|2|||||2021-01-15|5|Beckfort|MO|6|0|0
M_1.70.1|mbr|Q_1.70||P_16|350.52|ITM-870|3|||||2021-12-22|0|East Robert|UT|0|1|1
M_1.71.0|mbr|Q_1.71||P_322|227.39|857-TFM|2|||||2021-02-21|7|Brittanyborough|WI|4|1|1
M_1.71.1|mbr|Q_1.71||P_314|665.86|QS 73769|3|||||2021-02-01|0|West Johnathan|IL|1|0|0
M_1.72.0|mbr|Q_1.72||P_48|509.82|374 XU0|1|||||2021-05-26|1|East Michaelshire|OR|1|1|0
M_1.74.0|mbr|Q_1.74||P_303|807.83|136FWM|1|||||2021-07-03|5|East Nina|NJ|6|1|1
M_1.75.0|mbr|Q_1.75||P_60|128.0|90AU2|2|||||2021-07-30|5|Raychester|MS|0|0|0
M_1.75.1|mbr|Q_1.75||P_328|597.08|35B PX0|1|||||2021-01-08|8|Alanchester|NM|1|1|0
M_1.75.2|mbr|Q_1.75||P_82|688.29|LKL 339|3|||||2021-12-26|11|Port Michaelborough|NJ|0|1|0
M_1.76.0|mbr|Q_1.76||P_351|343.4|WNT 0023|3|||||2021-07-01|7|North Jocelynborough|NM|5|0|0
M_1.76.1|mbr|Q_1.76||P_237|714.07|44J Z15|1|||||2021-02-21|12|Stephanieside|DC|5|0|1
M_1.77.0|mbr|Q_1.77||P_68|986.82|2-0038V|3|||||2021-03-22|4|Gentrytown|OH|3|0|0
M_1.77.1|mbr|Q_1.77||P_227|762.86|05RH141|2|||||2021-11-23|11|Campbellmouth|NH|5|0|1
M_1.78.0|mbr|Q_1.78||P_34|519.18|6NV61|2|||||2022-04-01|8|Lake Sara|AZ|5|0|1
M_1.80.0|mbr|Q_1.80||P_225|517.6|477-LSXY|2|||||2021-06-15|5|South Benjaminshire|TN|6|0|0
M_1.81.0|mbr|Q_1.81||P_370|408.02|H72 5CO|3|||||2021-05-07|12|Robertsonview|NY|2|0|0
M_1.81.1|mbr|Q_1.81||P_190|224.33|94B 1438|2|||||2021-10-19|10|Ericville|WA|5|1|1
M_1.81.2|mbr|Q_1.81||P_78|915.34|048 4814|3|||||2021-12-12|5|East Keith|IL|4|0|1
M_1.82.0|mbr|Q_1.82||P_135|707.36|43-81346|3|||||2021-01-31|4|Carterland|KS|4|0|1
M_1.83.0|mbr|Q_1.83||P_443|674.74|9T 5910J|2|||||2022-04-30|12|North Abigailbury|MO|4|0|0
M_1.83.1|mbr|Q_1.83||P_185|405.63|258HCV|0|||||2021-01-13|10|Juliafort|SD|3|1|1
M_1.83.2|mbr|Q_1.83||P_485|516.17|61F DW5|2|||||2021-10-03|4|Port Christina|NH|0|1|1
M_1.84.0|mbr|Q_1.84||P_77|887.53|ATV-0546|1|||||2021-06-01|2|North Donbury|IN|0|0|1
M_1.84.1|mbr|Q_1.84||P_86|564.76|5Z991|0|||||2021-04-12|9|West Saraview|TX|4|0|1
M_1.84.2|mbr|Q_1.84||P_138|749.37|1N 4G4ILP|3|||||2021-05-21|7|Michaelbury|WA|4|1|1
M_1.85.0|mbr|Q_1.85||P_155|459.79|191R3|1|||||2021-02-21|0|South Denise|MT|4|0|0
M_1.85.1|mbr|Q_1.85||P_365|427.34|ZGH 491|3|||||2021-01-18|7|North Leslie|MI|4|1|1
M_1.86.0|mbr|Q_1.86||P_66|800.88|4NF3124|1|||||2021-08-27|12|South James|OR|5|0|0
M_1.86.1|mbr|Q_1.86||P_121|192.42|6V459|2|||||2021-03-16|2|North Paulton|OK|3|1|1
M_1.87.0|mbr|Q_1.87||P_31|476.86|G18-35W|2|||||2021-10-13|9|Christinaside|AL|0|0|0
M_1.87.1|mbr|Q_1.87||P_154|170.87|DMN 893|3|||||2021-08-05|10|South Mary|PA|0|1|0
M_1.87.2|mbr|Q_1.87||P_124|882.04|508 HJO|2|||||2021-09-09|1|Caseymouth|WV|3|1|1
M_1.88.0|mbr|Q_1.88||P_111|818.67|67Z 358|3|||||2022-04-05|4|North Ronaldhaven|TN|6|1|1
M_1.89.0|mbr|Q_1.89||P_80|305.79|OV-4414|0|||||2021-10-15|6|Brandonchester|NY|5|1|1
M_1.89.1|mbr|Q_1.89||P_97|110.57|L77 1EB|2|||||2021-10-11|2|Nicoleberg|AL|0|1|1
M_1.89.2|mbr|Q_1.89||P_210|239.02|F 639278|0|||||2021-10-08|1|North Aliciaton|TX|6|0|1
M_1.90.0|mbr|Q_1.90||P_321|776.12|52Q 5336|3|||||2021-11-01|6|Bettytown|AR|6|1|0
M_1.90.1|mbr|Q_1.90||P_73|540.7|6605|2|||||2022-02-03|0|West Shannonborough|AZ|5|1|1
M_1.91.0|mbr|Q_1.91||P_294|279.85|549-GTZ|1|||||2021-03-06|11|Griffithmouth|ND|6|0|1
M_1.91.1|mbr|Q_1.91||P_498|119.47|149Y|1|||||2021-07-27|4|East Andrewview|SD|2|1|0
M_1.91.2|mbr|Q_1.91||P_203|234.69|FE6 0294|1|||||2021-04-19|0|Martinezstad|MA|6|1|1
M_1.92.0|mbr|Q_1.92||P_34|236.62|251 LVM|0|||||2022-02-23|10|Ericahaven|KS|3|0|0
M_1.93.0|mbr|Q_1.93||P_178|661.59|8U 3929Q|3|||||2022-02-17|0|Debbiemouth|TX|0|0|1
M_1.93.1|mbr|Q_1.93||P_472|633.78|NPV 762|3|||||2021-07-01|6|Rachelmouth|ID|0|0|0
M_1.93.2|mbr|Q_1.93||P_55|235.54|7MP92|2|||||2021-01-20|9|Navarroberg|AZ|1|0|0
M_1.94.0|mbr|Q_1.94||P_234|806.66|09-3687G|3|||||2021-04-11|3|New Matthew|KS|3|1|0
M_1.94.1|mbr|Q_1.94||P_408|767.27|538541|3|||||2022-04-21|5|New Robert|HI|0|1|1
M_1.94.2|mbr|Q_1.94||P_27|961.35|4R X1260|1|||||2021-12-02|2|East Aaronshire|GA|6|0|1
M_1.98.0|mbr|Q_1.98||P_385|892.77|EEN4384|0|||||2021-10-23|3|Josephbury|MD|6|1|1
M_1.98.1|mbr|Q_1.98||P_151|351.24|ASJ-1872|3|||||2022-03-16|5|South Timothyport|NE|5|0|1
M_1.98.2|mbr|Q_1.98||P_386|516.13|187-RSR|3|||||2022-03-21|4|Cherylchester|IL|2|1|0
M_1.99.0|mbr|Q_1.99||P_423|529.74|KBO 806|3|||||2021-11-03|9|Mccormickmouth|ND|4|0|0
M_1.99.1|mbr|Q_1.99||P_433|148.52|XWN 388|1|||||2021-06-09|7|New Nicole|MT|5|1|0
M_1.99.2|mbr|Q_1.99||P_397|488.65|SKK 297|0|||||2021-02-05|11|East Jonathanview|MI|0|1|1
M_2.1.0|mbr|Q_2.1||P_246|685.4|HP-1650|1|||||2022-03-14|13|New Ryanton|VA|0|0|1
M_2.2.0|mbr|Q_2.2||P_158|246.76|EXR-227|1|||||2021-03-18|4|Port Susan|DC|6|0|1
M_2.2.1|mbr|Q_2.2||P_344|437.87|238 WHZ|1|||||2021-04-25|4|Rileyburgh|RI|2|0|0
M_2.5.0|mbr|Q_2.5||P_363|703.62|4I 7089A|3|||||2022-03-26|6|Stephenton|KS|1|0|0
M_2.5.1|mbr|Q_2.5||P_67|217.25|OPW D56|0|||||2021-02-04|9|Walkerfurt|MO|6|1|1
M_2.6.0|mbr|Q_2.6||P_427|240.5|ORV 327|3|||||2021-06-26|4|West Stephanie|WI|5|1|0
M_2.6.1|mbr|Q_2.6||P_328|540.96|07H•160|0|||||2021-02-06|2|Port Patriciastad|WV|6|0|1
M_2.7.0|mbr|Q_2.7||P_299|255.17|D00 0RK|2|||||2021-05-03|7|South Renee|HI|5|1|0
M_2.7.1|mbr|Q_2.7||P_46|730.12|775-YXB|2|||||2021-01-03|5|Martinville|MO|5|0|0
M_2.7.2|mbr|Q_2.7||P_122|168.08|MEX 467|0|||||2021-05-03|9|Port Shellyfort|SD|1|1|1
M_2.8.0|mbr|Q_2.8||P_154|195.49|SPX 220|2|||||2021-12-26|12|New Robert|VT|6|1|0
M_2.8.1|mbr|Q_2.8||P_242|375.78|212L|2|||||2021-06-07|8|Donaldmouth|MI|2|1|0
M_2.8.2|mbr|Q_2.8||P_103|320.05|M99 8JO|1|||||2021-11-12|6|Jamesland|DE|4|0|0
M_2.10.0|mbr|Q_2.10||P_276|392.39|219URP|0|||||2022-04-15|9|Cynthiaberg|ME|3|0|0
M_2.10.1|mbr|Q_2.10||P_200|102.3|8-D7576|2|||||2021-09-06|3|West Austin|IN|6|1|0
M_2.12.0|mbr|Q_2.12||P_381|320.02|CZS-9340|1|||||2021-07-29|0|Ryanburgh|IN|1|0|1
M_2.12.1|mbr|Q_2.12||P_162|749.36|556K6|0|||||2022-01-09|11|Valenciaberg|MO|4|0|1
M_2.12.2|mbr|Q_2.12||P_323|400.4|VIU 821|2|||||2022-02-18|13|Mosleystad|SC|3|1|1
M_2.14.0|mbr|Q_2.14||P_437|568.82|66NH1|0|||||2022-01-06|8|West Melissaland|HI|2|1|0
M_2.15.0|mbr|Q_2.15||P_158|140.63|648 4WW|0|||||2021-06-04|5|Caldwellberg|TX|5|1|0
M_2.16.0|mbr|Q_2.16||P_416|511.54|TVB 947|1|||||2021-03-05|5|Rodriguezshire|NM|2|1|0
M_2.16.1|mbr|Q_2.16||P_312|119.1|19S•495|1|||||2021-12-01|7|West Larrymouth|MI|0|0|1
M_2.16.2|mbr|Q_2.16||P_322|781.0|RAI 752|3|||||2022-02-05|11|South Ryan|ID|6|0|1
M_2.17.0|mbr|Q_2.17||P_310|639.76|838DX|3|||||2021-09-29|12|East Michael|NM|2|0|1
M_2.17.1|mbr|Q_2.17||P_83|126.13|GQT-1878|1|||||2021-08-12|0|Atkinsonside|AL|4|1|0
M_2.17.2|mbr|Q_2.17||P_436|718.45|441-TMW|0|||||2021-09-23|8|Hernandezville|NC|1|0|1
M_2.18.0|mbr|Q_2.18||P_276|675.89|W89 0WT|2|||||2021-09-21|1|Port Heatherbury|CO|1|0|1
M_2.20.0|mbr|Q_2.20||P_449|170.64|DGG 070|0|||||2021-04-07|1|Lauraberg|MT|5|0|0
M_2.20.1|mbr|Q_2.20||P_196|630.1|HWR 725|2|||||2022-04-12|12|New Jerryborough|SC|6|1|0
M_2.20.2|mbr|Q_2.20||P_42|527.13|648XTA|0|||||2022-01-17|13|Bakerstad|WA|1|0|1
M_2.21.0|mbr|Q_2.21||P_32|814.0|CZU-0505|3|||||2021-04-30|7|Harrisside|AZ|3|1|1
M_2.21.1|mbr|Q_2.21||P_99|333.88|1DE7242|0|||||2021-10-07|1|South Bryan|AR|1|1|0
M_2.23.0|mbr|Q_2.23||P_244|212.0|4796|2|||||2022-01-25|1|Rebeccastad|OK|0|0|1
M_2.23.1|mbr|Q_2.23||P_54|415.13|T25 7DW|1|||||2022-02-13|3|Lake Lynnchester|ME|6|1|0
M_2.23.2|mbr|Q_2.23||P_212|336.04|702 EPO|1|||||2021-08-18|8|Woodsbury|VA|4|0|1
M_2.24.0|mbr|Q_2.24||P_236|249.63|AOT-1325|0|||||2021-05-22|6|New Evelynfurt|TN|2|0|0
M_2.24.1|mbr|Q_2.24||P_296|502.61|DJL-5555|1|||||2021-11-13|6|Jonesmouth|KS|4|0|0
M_2.25.0|mbr|Q_2.25||P_414|624.58|599 9455|3|||||2022-01-02|1|East Sandrashire|MI|0|0|1
M_2.27.0|mbr|Q_2.27||P_198|538.82|EDF 814|3|||||2022-01-11|10|Nicholasville|AZ|5|1|0
M_2.27.1|mbr|Q_2.27||P_65|429.73|SGA-4493|1|||||2021-09-14|6|Wandastad|CO|5|0|0
M_2.28.0|mbr|Q_2.28||P_457|663.15|08-F520|3|||||2021-05-03|4|New Daniel|WI|2|0|0
M_2.28.1|mbr|Q_2.28||P_92|795.72|QT 6022|3|||||2022-03-24|0|Clarktown|TX|0|0|1
M_2.29.0|mbr|Q_2.29||P_378|425.5|242 WMQ|2|||||2021-08-25|9|Karenstad|IL|3|0|0
M_2.30.0|mbr|Q_2.30||P_64|557.35|02-5831D|1|||||2021-03-26|4|East Annahaven|GA|2|0|1
M_2.30.1|mbr|Q_2.30||P_428|306.95|3-76237R|3|||||2022-02-26|9|East Brendatown|IA|0|1|0
M_2.30.2|mbr|Q_2.30||P_410|352.06|F05 8VX|1|||||2021-08-22|4|Stewartton|ND|1|0|1
M_2.33.0|mbr|Q_2.33||P_185|129.8|109CK|0|||||2021-11-21|9|South Deniseside|VA|2|0|0
M_2.33.1|mbr|Q_2.33||P_157|176.28|KPA 203|3|||||2021-08-16|3|Masonton|CO|1|1|1
M_2.34.0|mbr|Q_2.34||P_405|337.16|044-SKU|2|||||2021-08-18|5|South Nicole|MD|5|1|0
M_2.34.1|mbr|Q_2.34||P_237|101.52|4RX 142|0|||||2021-07-06|3|Georgefurt|DC|6|0|0
M_2.34.2|mbr|Q_2.34||P_69|729.64|C66 1AQ|2|||||2021-06-24|5|Melissachester|TX|6|1|1
M_2.35.0|mbr|Q_2.35||P_165|928.58|C07 9UD|0|||||2022-03-03|1|Floydfurt|VT|2|0|1
M_2.35.1|mbr|Q_2.35||P_441|255.69|ZAW2242|3|||||2022-04-23|1|East Ericberg|AR|0|0|1
M_2.36.0|mbr|Q_2.36||P_162|703.51|YVM 175|2|||||2021-04-24|8|Melissamouth|CT|0|0|1
M_2.37.0|mbr|Q_2.37||P_367|735.91|FFO 4917|2|||||2021-11-25|8|Campbellville|GA|4|1|1
M_2.37.1|mbr|Q_2.37||P_244|328.39|551 9OR|0|||||2022-04-19|13|West Belinda|ND|4|1|0
M_2.38.0|mbr|Q_2.38||P_425|516.15|BZM-3972|0|||||2021-12-09|6|Smithtown|IN|4|1|0
M_2.38.1|mbr|Q_2.38||P_187|898.62|428 3SW|1|||||2021-01-04|11|Fuentesshire|AK|2|0|1
M_2.40.0|mbr|Q_2.40||P_110|556.66|4W 56524|3|||||2021-07-17|9|East Victoriatown|SD|6|0|0
M_2.41.0|mbr|Q_2.41||P_102|458.02|1AFU 77|3|||||2021-11-30|2|Hudsonbury|OK|3|1|0
M_2.42.0|mbr|Q_2.42||P_414|277.13|CM 42056|1|||||2022-02-26|5|Sloanville|NC|6|0|1
M_2.42.1|mbr|Q_2.42||P_347|658.91|078 PPC|0|||||2021-01-09|1|Brandonhaven|KS|6|0|1
M_2.43.0|mbr|Q_2.43||P_27|957.81|7OE5118|0|||||2021-11-07|4|South Robertmouth|NE|4|1|1
M_2.44.0|mbr|Q_2.44||P_440|806.75|1VU 438|3|||||2021-06-16|0|Rebeccaside|NM|3|1|1
M_2.44.1|mbr|Q_2.44||P_193|436.0|009 HOB|3|||||2021-03-11|10|New Melissa|NC|2|0|0
M_2.45.0|mbr|Q_2.45||P_146|464.44|LLF 848|1|||||2021-04-14|11|Loganstad|KS|6|0|1
M_2.46.0|mbr|Q_2.46||P_379|928.55|IC8 2000|2|||||2022-01-26|4|South Meganport|NM|4|0|1
M_2.46.1|mbr|Q_2.46||P_466|877.54|IKX-9799|3|||||2022-04-29|2|Maddoxchester|HI|0|0|0
M_2.46.2|mbr|Q_2.46||P_468|937.06|7GLU 92|0|||||2021-01-31|12|Jameshaven|AL|3|1|1
M_2.47.0|mbr|Q_2.47||P_287|737.99|HW 2952|3|||||2021-03-06|12|New Hollytown|CO|2|0|0
M_2.47.1|mbr|Q_2.47||P_87|834.95|240044|2|||||2021-12-12|13|Angelashire|WA|1|1|0
M_2.47.2|mbr|Q_2.47||P_303|168.03|4OZ S02|1|||||2021-01-01|9|North Steven|MS|5|1|0
M_2.49.0|mbr|Q_2.49||P_243|625.32|17-IE18|1|||||2022-03-08|11|Jennifermouth|VA|4|1|1
M_2.50.0|mbr|Q_2.50||P_20|940.61|MM8 G0C|2|||||2021-09-10|3|Amandaland|CO|3|1|1
M_2.50.1|mbr|Q_2.50||P_45|266.28|04V BX2|3|||||2021-03-29|11|Ashleymouth|ND|1|0|1
M_2.51.0|mbr|Q_2.51||P_485|408.77|437-HSS|1|||||2021-07-24|2|New Amy|NM|3|0|0
M_2.51.1|mbr|Q_2.51||P_221|485.69|N93 0TA|2|||||2021-07-06|13|Nicholaschester|IL|1|1|1
M_2.53.0|mbr|Q_2.53||P_415|494.32|43P BE1|1|||||2021-10-04|8|Mccallton|FL|2|1|1
M_2.54.0|mbr|Q_2.54||P_112|442.01|301-153|0|||||2021-01-15|11|North Rodneyport|WI|3|0|1
M_2.54.1|mbr|Q_2.54||P_287|190.4|433-MNO|3|||||2021-05-16|8|Port Wendy|IN|5|0|1
M_2.55.0|mbr|Q_2.55||P_154|904.16|6QM1161|0|||||2021-06-02|2|Jenniferchester|PA|4|0|1
M_2.56.0|mbr|Q_2.56||P_487|587.94|6DA82|3|||||2021-10-17|0|Josephport|PA|4|1|0
M_2.56.1|mbr|Q_2.56||P_134|279.06|LVG-122|2|||||2021-09-04|0|South Hannah|IL|1|1|1
M_2.58.0|mbr|Q_2.58||P_134|450.6|ZXX 505|0|||||2021-04-14|4|South Ronaldmouth|DC|3|0|1
M_2.58.1|mbr|Q_2.58||P_268|668.5|961 ZTF|2|||||2021-03-07|8|East Davidhaven|NE|0|0|1
M_2.59.0|mbr|Q_2.59||P_188|933.85|6HJ N42|3|||||2022-03-25|8|Port Joseph|CO|6|0|0
M_2.59.1|mbr|Q_2.59||P_435|697.35|577-UHI|2|||||2022-04-17|5|North Michaelbury|MN|3|1|1
M_2.62.0|mbr|Q_2.62||P_151|350.92|MPY 304|2|||||2021-06-06|7|Connieland|WA|4|1|1
M_2.62.1|mbr|Q_2.62||P_283|798.95|I 005390|2|||||2021-12-30|1|Livingstonstad|MS|3|0|1
M_2.62.2|mbr|Q_2.62||P_238|368.51|BT9 1090|3|||||2022-04-20|7|Marissafurt|OH|6|0|1
M_2.63.0|mbr|Q_2.63||P_460|814.35|5-34322|2|||||2021-01-23|2|Woodfurt|VT|4|1|1
M_2.63.1|mbr|Q_2.63||P_229|908.55|TN 69894|1|||||2021-04-01|13|Lake Martha|ID|1|1|0
M_2.64.0|mbr|Q_2.64||P_422|905.16|LGW 148|0|||||2022-01-25|7|Michelleborough|OH|1|0|1
M_2.64.1|mbr|Q_2.64||P_243|889.4|755-ZPAJ|0|||||2021-05-16|0|Gainesberg|OK|3|0|1
M_2.65.0|mbr|Q_2.65||P_237|940.69|393-IZX|1|||||2021-06-21|5|Samuelland|AZ|1|1|1
M_2.66.0|mbr|Q_2.66||P_353|729.66|638-QQU|1|||||2022-02-04|13|East Sandraside|MA|1|0|1
M_2.67.0|mbr|Q_2.67||P_302|478.52|80Y•514|0|||||2021-01-02|5|Adamsstad|MO|1|1|0
M_2.67.1|mbr|Q_2.67||P_1|197.01|AGZ 555|0|||||2021-06-22|0|Stewartshire|MT|3|1|0
M_2.67.2|mbr|Q_2.67||P_209|774.84|128 YCG|3|||||2022-02-06|11|Stephaniestad|IA|6|0|1
M_2.68.0|mbr|Q_2.68||P_483|351.99|80-70251|3|||||2021-02-25|5|Leemouth|OH|5|1|0
M_2.71.0|mbr|Q_2.71||P_348|974.97|1996 WU|1|||||2021-10-08|2|Brownberg|MO|1|1|1
M_2.72.0|mbr|Q_2.72||P_243|629.81|62-2079N|2|||||2021-06-22|10|West Oscarside|IN|4|0|1
M_2.72.1|mbr|Q_2.72||P_268|779.41|QZF-988|3|||||2021-07-11|2|Donnafurt|KS|0|0|1
M_2.73.0|mbr|Q_2.73||P_324|882.59|494-ELF|3|||||2021-08-21|8|Lake Michael|CO|1|1|1
M_2.74.0|mbr|Q_2.74||P_388|455.76|2-57152|0|||||2022-04-16|10|Port Gina|WI|4|0|0
M_2.74.1|mbr|Q_2.74||P_309|232.2|ZCY-1179|2|||||2021-10-03|3|Kimberlyland|NY|5|1|1
M_2.74.2|mbr|Q_2.74||P_349|952.65|439-STN|1|||||2021-11-20|4|Martinezbury|MT|0|1|0
M_2.75.0|mbr|Q_2.75||P_498|920.07|858 MSN|0|||||2022-03-07|7|Dixonberg|AR|5|1|0
M_2.75.1|mbr|Q_2.75||P_448|745.88|E05-43V|0|||||2022-03-22|0|Port Timothyview|MS|6|0|0
M_2.75.2|mbr|Q_2.75||P_116|505.01|216253|1|||||2022-01-31|4|Estradaport|ND|2|1|0
M_2.80.0|mbr|Q_2.80||P_411|625.42|034288|3|||||2022-04-01|2|Tabithafort|NH|3|0|1
M_2.80.1|mbr|Q_2.80||P_454|725.6|FLK 789|2|||||2021-01-19|6|Lucaschester|SC|2|1|1
M_2.80.2|mbr|Q_2.80||P_68|342.12|8ZFG315|0|||||2021-07-28|2|Lake Ginaton|IN|3|1|1
M_2.81.0|mbr|Q_2.81||P_52|246.35|494 IR4|2|||||2021-11-21|5|South Debra|AK|0|0|0
M_2.82.0|mbr|Q_2.82||P_281|938.03|S57 9DV|1|||||2021-08-20|10|South Stephanieport|TX|6|1|1
M_2.82.1|mbr|Q_2.82||P_53|371.16|235 GGJ|3|||||2021-12-05|4|West Kevin|MA|0|1|1
M_2.82.2|mbr|Q_2.82||P_455|514.92|1M333|3|||||2021-12-23|6|Lake Kellybury|NE|6|0|0
M_2.83.0|mbr|Q_2.83||P_198|995.58|KAL 223|2|||||2022-03-27|0|Anthonyfurt|TX|6|0|1
M_2.83.1|mbr|Q_2.83||P_118|887.07|421293|2|||||2021-02-20|1|West Steven|NJ|4|0|0
M_2.83.2|mbr|Q_2.83||P_348|102.87|UBW-361|3|||||2021-01-31|10|Waynechester|OH|2|0|1
M_2.84.0|mbr|Q_2.84||P_192|390.24|1HE7877|3|||||2021-06-28|12|North Elizabethside|CA|1|1|1
